COD_ETB;LIB_OFF_ETB;LIB_AD1_ETB;COD_POS_ADR_ETB;LIB_COM
0601897L;Lycée Professionnel Jules Verne;Rue Caradane;60210;Grandvilliers
0620187S;Lycée Professionnel Jules Verne;54 Avenue Du Mont Levin;62630;Etaples
0690130S;Lycée Professionnel Jules Verne;75 Route De Saint Clement;69173;Tarare
0020078Z;Lycée Professionnel Julie Daubie;3 Place Robert Aumont;02011;Laon
0570145Y;Lycée Professionnel Julie Daubie;Rue Joffre;57120;Rombas
0560042S;Lycée Professionnel Julien Crozet;4 Rue Des Recollets;56290;Port Louis
0710077Y;Lycée Professionnel Julien De Balleure;141 Avenue Boucicaut;71321;Chalon Sur Saone
9740082W;Lycée Professionnel Julien De Rontaunay;Cite Scolaire Du Butor;97492;St Denis
0500037U;Lycée Professionnel Julliot De La Morandiere;Rue De La Crete;50406;Granville
0570109J;Lycée Professionnel La Briquerie;15 Route De La Briquerie;57100;Thionville
0731043M;Lycée Professionnel La Cardiniere;191 Chemin De La Cardiniere;73017;Chambery
0350709F;Lycée Professionnel La Champagne;2 Rue Du Sergent Harris;35506;Vitre
0440032W;Lycée Professionnel La Chauviniere;2 Rue De La Fantaisie;44322;Nantes
0220064A;Lycée Professionnel La Closerie;10 Rue Pierre Loti;22410;St Quay Portrieux
0831354W;Lycée Professionnel La Coudouliere;Chemin De La Coudouliere;83140;Six Fours Les Plages
0511190S;Lycée Professionnel La Fontaine Du Ve;Avenue De La Fontaine Du Ve;51122;Sezanne
0572755K;Lycée Professionnel La Malgrange;Chaussee D'amerique;57129;Thionville
0330069W;Lycée Professionnel La Morlette;62 Rue Camille Pelletan;33151;Cenon
0620220C;Lycée Professionnel La Peupleraie;Rue Jules Mattez;62430;Sallaumines
0500027H;Lycée Professionnel La Roquelle;5 Rue Des Courtilles;50207;Coutances
0490005P;Lycée Professionnel La Roseraie;200 Rue Du Docteur Guichard;49015;Angers
0691676X;Lycée Professionnel La Sauvagere;5 Rue Communieu;69256;Lyon 09
0940137N;Lycée Professionnel La Source;54 Avenue De La Source;94130;Nogent Sur Marne
0540060X;Lycée Professionnel La Tournelle;2 Rue De Lorraine;54550;Pont St Vincent
0920158X;Lycée Professionnel La Tournelle;87 Boulevard National;92250;La Garenne Colombes
9720430K;Lycée Professionnel La Trinite;Cite Scolaire Frantz Fanon;97220;La Trinite
0190701J;Lycée Professionnel Lavoisier;Rue Lavoisier;19311;Brive La Gaillarde
0590189K;Lycée Professionnel Lavoisier;31 Rue Lavoisier;59059;Roubaix
0601470X;Lycée Professionnel Lavoisier;8 Rue Jules Ferry;60110;Meru
0771995A;Lycée Professionnel Le Champ De Claye;71 Rue Pasteur;77414;Claye Souilly
0080048J;Lycée Professionnel Le Chateau;1 Place Du Chateau;08208;Sedan
0880001Y;Lycée Professionnel Le Chesnois;44 Rue Du Chesnois;88240;Bains Les Bains
0020061F;Lycée Professionnel Le Corbusier;Passage Le Corbusier;02200;Soissons
0590216P;Lycée Professionnel Le Corbusier;74 Rue De Lille;59208;Tourcoing
0950656X;Lycée Professionnel Le Corbusier;30 Rue Jean Jaures;95240;Cormeilles En Parisis
0390020K;Lycée Professionnel Le Corbusier - Batiment;255 Rue Charles Ragmey;39015;Lons Le Saunier
0860039A;Lycée Professionnel Le Dolmen;71 Rue Du Dolmen;86036;Poitiers
0730006K;Lycée Professionnel Le Grand Arc;265 Chemin De La Charrette;73200;Albertville
0881339C;Lycée Professionnel Le Haut De Bellieu;Route Du Stand;88306;Neufchateau
0520940P;Lycée Professionnel Le Haut Du Val;9 Rue St Exupery;52008;Chaumont
0760114L;Lycée Professionnel Le Hurle-vent;1 Avenue Jean Moulin;76470;Le Treport
0580042F;Lycée Professionnel Le Mont-chatelet;Boulevard Saint Saturnin;58210;Varzy
0740010J;Lycée Professionnel Le Saleve;59 Route D'etrembieres;74107;Annemasse
0810016C;Lycée Professionnel Le Sidobre;80 Avenue Rene Cassin;81103;Castres
0861113T;Lycée Professionnel Le Verger;14 Rue Jean Pidoux;86100;Chatellerault
0130063Y;Lycée Professionnel Leau (bd);63 Boulevard Leau;13008;Marseille 08
0440116M;Lycée Professionnel Leloup Bouhier;11 Boulevard De Launay;44100;Nantes
0460012N;Lycée Professionnel Leo Ferre;75 Avenue Cavaignac;46300;Gourdon
0620059C;Lycée Professionnel Leo Lagrange;Rue Victor Schoelcher;62160;Bully Les Mines
0830016S;Lycée Professionnel Leon Blum;1111 Boulevard Leon Blum;83011;Draguignan
0060022S;Lycée Professionnel Leon Chiris;51 Chemin Des Capucins;06130;Grasse
9740552G;Lycée Professionnel Leon De Lepervanche;Av Raymond Mondon;97828;Le Port
0070009X;Lycée Professionnel Leon Pavin;Route De La Gare;07210;Chomerac
0130172S;Lycée Professionnel Leonard De Vinci;8 Rue Du Rempart;13007;Marseille 07
0240984P;Lycée Professionnel Leonard De Vinci;Chemin De Saltgourde;24000;Perigueux
0260050N;Lycée Professionnel Leonard De Vinci;Avenue Henri Becquerel;26702;Pierrelatte
0440035Z;Lycée Professionnel Leonard De Vinci;31 Rue De La Bottiere;44319;Nantes
0530079Y;Lycée Professionnel Leonard De Vinci;129 Boulevard De L Europe;53103;Mayenne
0595678B;Lycée Professionnel Leonard De Vinci;Rue De La Renaissance;59125;Trith St Leger
0791029P;Lycée Professionnel Leonard De Vinci;37 Boulevard Lescure;79300;Bressuire
0920680P;Lycée Professionnel Leonard De Vinci;5 Avenue Henri Barbusse;92220;Bagneux
0170030R;Lycée Professionnel Leonce Vieljeux;118 Rue Des Gonthieres;17001;La Rochelle
0741164N;Lycée Professionnel Les Carillons;3 Avenue De Prelevet;74962;Cran Gevrier
0360011S;Lycée Professionnel Les Charmilles;;36019;Chateauroux
0331460H;Lycée Professionnel Les Chartrons;130 Rue Du Jardin Public;33026;Bordeaux
0921592F;Lycée Professionnel Les Cotes De Villebon;3 Rue Henri Etlin;92360;Meudon
0520041M;Lycée Professionnel Les Franchises;65 Rue Eugene Gallion;52200;Langres
0911493D;Lycée Professionnel Les Freres Moreau;Rte De Brunoy;91480;Quincy Sous Senart
0630256L;Lycée Professionnel Les Gravouses;4 Rue De Barante;63000;Clermont Ferrand
0790090U;Lycée Professionnel Les Grippeaux;1 Rue Edouard Herriot;79204;Parthenay
0592833J;Lycée Professionnel Les Hauts De Flandre;Rue Jude Blanckaert;59474;Seclin
0250067M;Lycée Professionnel Les Huisselets;8 Avenue De Lattre De Tassigny;25206;Montbeliard
0600004D;Lycée Professionnel Les Jacobins;2 Rue Vincent De Beauvais;60000;Beauvais
0100039N;Lycée Professionnel Les Lombards;12 Avenue Des Lombards;10025;Troyes
0060042N;Lycée Professionnel Les Palmiers;15 Avenue Banco;06300;Nice
0500028J;Lycée Professionnel Les Sapins;7 Rue Des Courtilles;50207;Coutances
0440537V;Lycée Professionnel Les Savarieres;5 Avenue De Glinde;44230;St Sebastien Sur Loire
0860010U;Lycée Professionnel Les Terres Rouges;Rue Jean Moulin;86400;Civray
0550004F;Lycée Professionnel Ligier Richier;3 R Du Stade;55013;Bar Le Duc
0772225A;Lycée Professionnel Lino Ventura;Avenue Marcel Pagnol;77834;Ozoir La Ferriere
0381602K;Lycée Professionnel L'odyssee;5 Boulevard Des Colleges;38232;Pont De Cheruy
0270027H;Lycée Professionnel Louis Aragon;23 Rue Vieille D'eragny;27140;Gisors
0440352U;Lycée Professionnel Louis Armand;Bd Jean De Grandmaison;44270;Machecoul
0592712C;Lycée Professionnel Louis Armand;Rue Mermoz;59571;Jeumont
0731249L;Lycée Professionnel Louis Armand;321 Rue Du Grand Champ;73020;Chambery
0860052P;Lycée Professionnel Louis Armand;63 Rue De La Bugellerie;86022;Poitiers
0910756C;Lycée Professionnel Louis Armand;9 Rue Pierre De Coubertin;91330;Yerres
0130033R;Lycée Professionnel Louis Bleriot;8 Bd De La Liberation;13721;Marignane
0592611T;Lycée Professionnel Louis Bleriot;Rue Gauthier;59407;Cambrai
0780273Y;Lycée Professionnel Louis Bleriot;Rue Leo Lagrange;78197;Trappes
0911401D;Lycée Professionnel Louis Bleriot;2 Avenue Des Meuniers;91154;Etampes
0921505L;Lycée Professionnel Louis Dardenne;25 Rue Louis Dardenne;92170;Vanves
0400004M;Lycée Professionnel Louis Darmante;23 Rue Jean Baptiste Gabarra;40130;Capbreton
0640012R;Lycée Professionnel Louis De Foix;4 Av Jean Rostand;64103;Bayonne
0160119T;Lycée Professionnel Louis Delage;245 Avenue Victor Hugo;16100;Cognac
9710052E;Lycée Professionnel Louis Delgres;Rue Amedee Fengarol;97160;Le Moule
0250002S;Lycée Professionnel Louis Garnier;29 Rue Des Cantons;25404;Audincourt
0230027E;Lycée Professionnel Louis Gaston Roussillat;La Valette;23320;St Vaury
0881370L;Lycée Professionnel Louis Geisler;3 Rue De La Belle Orge;88110;Raon L Etape
0920163C;Lycée Professionnel Louis Girard;85 Rue Louis Girard;92240;Malakoff
0350032V;Lycée Professionnel Louis Guilloux;76 Av Des Buttes De Coesmes;35703;Rennes
0590187H;Lycée Professionnel Louis Loucheur;8 Boulevard De Lyon;59059;Roubaix
0040011R;Lycée Professionnel Louis Martin Bret;Allee Du Parc;04100;Manosque
0251002D;Lycée Professionnel Louis Pergaud;91 93 Boulevard Blum;25022;Besancon
0590037V;Lycée Professionnel Louise De Bettignies;Boulevard Paul Bezin;59407;Cambrai
0690046A;Lycée Professionnel Louise Labe;65 Boulevard Yves Farge;69007;Lyon 07
0161003D;Lycée Professionnel Louise Michel;Rue Villebois Mareuil;16700;Ruffec
0380099B;Lycée Professionnel Louise Michel;30 Rue Louise Michel;38037;Grenoble
0440063E;Lycée Professionnel Louis-jacques Goussier;20 Rue Du Chateau De Reze;44400;Reze
0783214V;Lycée Professionnel Lucien Rene Duchesne;49 Av Maurice De Hirsch;78170;La Celle St Cloud
0491646Y;Lycée Professionnel Ludovic Menard;24 Place Des Tilleuls;49800;Trelaze
0700038L;Lycée Professionnel Luxembourg;16 Pl Du 11e Chasseurs;70014;Vesoul
9840267T;Lycée Professionnel Lycée Professionnel De Faaa;Faaa;98704;Faaa
0595856V;Lycée Professionnel Lycée Professionnel De L'yser;18 Bis Route D'esquelbecq;59726;Wormhout
9840341Y;Lycée Professionnel Lycée Professionnel De Mahina;Mahina;98709;Mahina
9840166H;Lycée Professionnel Lycée Professionnel D'uturoa;Uturoa;98735;Uturoa
9840160B;Lycée Professionnel Lycée Professionnel St Joseph;Papeete;98718;Punaauia
9840019Y;Lycée Professionnel Lycée Protestant Tuteao A Vaih;Uturoa;98735;Uturoa
0600016S;Lycée Professionnel M.grenet (industriel);13 Avenue De Huy;60321;Compiegne
0600017T;Lycée Professionnel M.grenet (mixte);13 Avenue De Huy;60321;Compiegne
0690047B;Lycée Professionnel Magenta;64 66 Rue Magenta;69100;Villeurbanne
0060043P;Lycée Professionnel Magnan;34 Rue Auguste Renoir;06000;Nice
0720013Y;Lycée Professionnel Mal Leclerc Hauteclocque;Rue Du Grand Douai;72500;Chateau Du Loir
0860022G;Lycée Professionnel Marc Godrie;19 Rue Des Meures;86206;Loudun
0692418D;Lycée Professionnel Marc Seguin;20 Boulevard Marcel Sembat;69694;Venissieux
0331668J;Lycée Professionnel Marcel Dassault;3 Rue Chateaubriand;33695;Merignac
0750788Z;Lycée Professionnel Marcel Deprez;39 Rue De La Roquette;75011;Paris 11
0880007E;Lycée Professionnel Marcel Goulette;3 Rue Etienne Simard;88132;Charmes
0610004Y;Lycée Professionnel Marcel Mezen;25 Rue Marcel Mezen;61041;Alencon
0870730W;Lycée Professionnel Marcel Pagnol;103 Rue De Feytiat;87039;Limoges
0930129K;Lycée Professionnel Marcel Pagnol;1 Rue Jules Guesde;93140;Bondy
0760146W;Lycée Professionnel Marcel Sembat;128 Rue Leon Salva;76300;Sotteville Les Rouen
0010021T;Lycée Professionnel Marcelle Parde;47 Avenue Alsace Lorraine;01011;Bourg En Bresse
0611157B;Lycée Professionnel Marechal Leclerc;30 Rue Jean Henri Fabre;61014;Alencon
0840041N;Lycée Professionnel Maria Casares;1 Rue Des Bavardages;84082;Avignon
0753350J;Lycée Professionnel Maria Deraismes;19 Rue Maria Deraismes;75017;Paris 17
0300041G;Lycée Professionnel Marie Curie;Route De Florac;30270;St Jean Du Gard
0600062S;Lycée Professionnel Marie Curie;Boulevard Pierre De Coubertin;60180;Nogent Sur Oise
0630023H;Lycée Professionnel Marie Curie;19 Boulevard Ambroise Brugiere;63039;Clermont Ferrand
0690109U;Lycée Professionnel Marie Curie;64 Boulevard Eugene Reguillon;69100;Villeurbanne
0100027A;Lycée Professionnel Marie De Champagne;2 Avenue Marie De Champagne;10026;Troyes
0750776L;Lycée Professionnel Marie Laurencin;114 Quai De Jemmapes;75010;Paris 10
0540061Y;Lycée Professionnel Marie Marvingt;8 Rue Jean Moulin;54510;Tomblaine
0171432P;Lycée Professionnel Maritime;Avenue Du Marechal Juin;17022;La Rochelle
0561486L;Lycée Professionnel Maritime;38 Avenue Louis Bougo;56410;Etel
9720787Y;Lycée Professionnel Maritime;Quartier Beausejour;97220;La Trinite
0641770B;Lycée Professionnel Maritime;Av Eugene Corre Qu De L Untxin;64500;Ciboure
0762735K;Lycée Professionnel Maritime Anita Conti;84 Quai Guy De Maupassant;76402;Fecamp
7200118R;Lycée Professionnel Maritime Batterie Les Turquines;Batterie Les Turquines;20200;Bastia
0561861U;Lycée Professionnel Maritime Centre Francois Toullec;10 Rue Francois Toullec;56100;Lorient
0623903F;Lycée Professionnel Maritime De Boulogne Le Portel;6 Rue Georges Honore;62480;Le Portel
0442092K;Lycée Professionnel Maritime Des Pays De La Loire;Rue Du Port Boyer;44315;Nantes
0291107W;Lycée Professionnel Maritime Du Guilvinec;Zone D'activites De Kervarc'h;29730;Treffiagat
9741098A;Lycée Professionnel Maritime E.a.m Le Port;1 Rue De La Poste;97821;Le Port
0501599S;Lycée Professionnel Maritime Et Aquacole;Rue Matignon;50103;Cherbourg Octeville
0341699M;Lycée Professionnel Maritime Paul Bousquet;Rue Des Cormorans;34207;Sete
0221624W;Lycée Professionnel Maritime Pierre Loti;1 Rue Pierre Loti;22501;Paimpol
0351914R;Lycée Professionnel Maritime Public;116 Bd Des Tallards;35403;St Malo
0070031W;Lycée Professionnel Marius Bouvier;Avenue Lamastre;07301;Tournon Sur Rhone
0570077Z;Lycée Professionnel Maryse Bastie;Rue Du Tivoli;57700;Hayange
0350062C;Lycée Professionnel Maupertuis;Rue Pierre De Coubertin;35407;St Malo
0590133Z;Lycée Professionnel Maurice Duhamel;1079 Rue Guy Mocquet;59373;Loos
0132319A;Lycée Professionnel Maurice Genevoix;Av Du General De Gaulle;13700;Marignane
0030059Y;Lycée Professionnel Maurice Guyot;Rue Ernest Montuses;03105;Montlucon
0623864N;Lycée Professionnel Maximilien De Robespierre;89 Rue Leon Blum;62307;Lens
0711322B;Lycée Professionnel Metiers De L Automobile;1 Rue De La Manutention;71321;Chalon Sur Saone
0750784V;Lycée Professionnel Metiers De L'ameublement;9 Rue Pierre Bourdan;75012;Paris 12
0570144X;Lycée Professionnel Metiers Du Batiment Et T.p;154 Chemin De Blory;57950;Montigny Les Metz
0440034Y;Lycée Professionnel Michelet;41 Boulevard Michelet;44322;Nantes
0941298A;Lycée Professionnel Michelet;1 Rue Michelet;94120;Fontenay Sous Bois
0270051J;Lycée Professionnel Modeste Leroy;32 Rue Pierre Brossolette;27016;Evreux
0640080P;Lycée Professionnel Moliere;11 Rue Moliere;64301;Orthez
0730050H;Lycée Professionnel Monge;1 Avenue Marius Berroir;73000;Chambery
0801194N;Lycée Professionnel Montaigne;3 Rue Montaigne;80084;Amiens
0390021L;Lycée Professionnel Montciel;1 Avenue De Montciel;39016;Lons Le Saunier
0260116K;Lycée Professionnel Montesquieu;2 Rue De Montesquieu;26000;Valence
0250064J;Lycée Professionnel Montjoux;25 Av Du Cdt Marceau;25010;Besancon
0910755B;Lycée Professionnel Nadar;42bis Rue Charles Mory;91210;Draveil
0610027Y;Lycée Professionnel Napoleon;15 Rue Des Sports;61306;L Aigle
0330032F;Lycée Professionnel Nicolas Bremontier;152 Cours De L Yser;33077;Bordeaux
0623463C;Lycée Professionnel Normandie-niemen;Avenue Normandie-niemen;62228;Calais
0750796H;Lycée Professionnel Octave Feuillet;9 Rue Octave Feuillet;75016;Paris 16
0330102G;Lycée Professionnel Odilon Redon;R Maquis Vignes Oudides;33250;Pauillac
0441656L;Lycée Professionnel Pablo Neruda;Rue Pablo Neruda;44340;Bouguenais
0240028A;Lycée Professionnel Pablo Picasso;64 Av Georges Pompidou;24004;Perigueux
0620255R;Lycée Professionnel Pablo Picasso;2 Boulevard Anatole France;62210;Avion
0693200D;Lycée Professionnel Pablo Picasso;12 Che De La Cote A Cailloux;69700;Givors
0830059N;Lycée Professionnel Parc St Jean;Place Du 4 Septembre;83059;Toulon
0320040V;Lycée Professionnel Pardailhan;Chemin De Baron;32008;Auch
9740472V;Lycée Professionnel Patu De Rosemont;72 Rue Joseph Hubert;97470;St Benoit
0910628N;Lycée Professionnel Paul Belmondo;23 Av De La Division Leclerc;91290;Arpajon
0640013S;Lycée Professionnel Paul Bert;73 Rue Bourgneuf;64115;Bayonne
0941355M;Lycée Professionnel Paul Bert;1 Rue Du Gue Aux Aurochs;94700;Maisons Alfort
0330114V;Lycée Professionnel Paul Broca;7 Avenue De Verdun;33220;Ste Foy La Grande
0141276L;Lycée Professionnel Paul Cornu;9 Rue Paul Cornu;14107;Lisieux
0570072U;Lycée Professionnel Paul Dassenoy;Route De Conthil;57340;Morhange
0490801E;Lycée Professionnel Paul Emile Victor;101 Rue Des Roses;49243;Avrille
0450786K;Lycée Professionnel Paul Gauguin;10 Av De La Rech Scientifique;45071;Orleans
0790043T;Lycée Professionnel Paul Guerin;19 Rue Des Fiefs;79004;Niort
0050008G;Lycée Professionnel Paul Heraud;25 Chemin De Bonne;05000;Gap
0730900G;Lycée Professionnel Paul Heroult;307 Avenue Du Mont Cenis;73302;St Jean De Maurienne
9710418C;Lycée Professionnel Paul Lacave;Avenue Germain St-ruff;97130;Capesterre Belle Eau
0300011Z;Lycée Professionnel Paul Langevin;21 Rue De La Redoute;30301;Beaucaire
0593495D;Lycée Professionnel Paul Langevin;Rue Paul Langevin;59119;Waziers
0600061R;Lycée Professionnel Paul Langevin;3 Avenue Montaigne;60009;Beauvais
0921677Y;Lycée Professionnel Paul Langevin;9 Rue Paul Langevin;92000;Nanterre
9740934X;Lycée Professionnel Paul Langevin;6 Allee Des Hibiscus;97480;St Joseph
0540037X;Lycée Professionnel Paul Lapie;6 Avenue Du Docteur Kahn;54301;Luneville
0540082W;Lycée Professionnel Paul Louis Cyffle;1 Rue Cyffle;54000;Nancy
0921625S;Lycée Professionnel Paul Painleve;5 Rue De La Montagne;92400;Courbevoie
0060028Y;Lycée Professionnel Paul Valery;1 Avenue Saint Jacques;06500;Menton
0080838T;Lycée Professionnel Paul Verlaine;Rue Du Docteur Gobinet;08305;Rethel
0130012T;Lycée Professionnel Perdiguier;Che Des Moines Qua Du Trebon;13200;Arles
9720091S;Lycée Professionnel Petit Manoir;Quartier Petit Manoir;97286;Le Lamentin
9830306R;Lycée Professionnel Petro Attiti;1 Rue Teillard De Chardin;98849;Noumea
0332345V;Lycée Professionnel Philadelphe De Gerde;3, Allee Philadelphe De Gerde;33600;Pessac
0332346W;Lycée Professionnel Philippe Cousteau;Rue Arnaudin;33240;St Andre De Cubzac
0580020G;Lycée Professionnel Pierre Beregovoy;56 Rue Gambetta;58600;Fourchambault
0420021V;Lycée Professionnel Pierre Coton;Le Bourg;42510;Neronde
0620189U;Lycée Professionnel Pierre De Coubertin;320 Boulevard Du 8 Mai;62225;Calais
0770932V;Lycée Professionnel Pierre De Coubertin;Chaussee De Paris;77100;Meaux
0421691K;Lycée Professionnel Pierre Desgranges;32 Rue Des Bullieux;42166;Andrezieux Boutheon
0170031S;Lycée Professionnel Pierre Doriole;221 Avenue De Perigny;17012;La Rochelle
0060027X;Lycée Professionnel Pierre Et Marie Curie;353 Av Du Doyen Jean Lepine;06500;Menton
0500066A;Lycée Professionnel Pierre Et Marie Curie;377 Rue De L Exode;50010;St Lo
0530040F;Lycée Professionnel Pierre Et Marie Curie;1 Rue Branly;53204;Chateau Gontier
0570051W;Lycée Professionnel Pierre Et Marie Curie;21 Rue Des Vosges;57804;Freyming Merlebach
0590015W;Lycée Professionnel Pierre Et Marie Curie;1 Rue Du Foyer;59620;Aulnoye Aymeries
0640079N;Lycée Professionnel Pierre Et Marie Curie;Avenue Pierre Angot;64150;Mourenx
0760013B;Lycée Professionnel Pierre Et Marie Curie;33 Rue Du Calvaire;76210;Bolbec
0890053Z;Lycée Professionnel Pierre Et Marie Curie;1 Place Walesa;89094;Sens
0132276D;Lycée Professionnel Pierre Latecoere;Avenue Des Bolles;13800;Istres
0752388N;Lycée Professionnel Pierre Lescot;35 Rue Des Bourdonnais;75001;Paris 01
0050027C;Lycée Professionnel Pierre Mendes France;Place Des Aires;05400;Veynes
0650035K;Lycée Professionnel Pierre Mendes France;Rue Du College;65501;Vic En Bigorre
